counter,av_current, av_target, spd,av_current, av_target, spd,av_current, av_target, spd
1,741.96,900.00,2.70,807.97,900.00,2.12,808.22,900.00,2.11
2,741.53,900.00,3.02,808.55,900.00,2.30,810.52,900.00,2.27
3,749.31,900.00,3.28,805.14,900.00,2.51,810.37,900.00,2.45
4,742.42,900.00,3.63,807.84,900.00,2.68,810.37,900.00,2.63
5,746.21,900.00,3.92,806.58,900.00,2.87,808.96,900.00,2.82
6,745.11,900.00,4.24,807.33,900.00,3.05,809.97,900.00,3.00
7,744.32,900.00,4.55,809.22,900.00,3.22,810.79,900.00,3.17
8,744.81,890.00,2.29,805.32,890.00,1.86,810.47,890.00,1.83
1,746.44,890.00,2.57,807.84,890.00,2.02,810.49,890.00,1.99
2,746.33,890.00,2.85,808.81,890.00,2.17,810.37,890.00,2.15
3,742.04,890.00,3.17,805.57,890.00,2.36,808.22,890.00,2.32
4,747.67,890.00,3.43,808.15,890.00,2.51,809.86,890.00,2.47
5,747.26,890.00,3.72,808.59,890.00,2.67,811.38,890.00,2.62
6,745.91,890.00,4.01,805.93,890.00,2.85,809.19,890.00,2.80
7,746.69,890.00,4.29,808.29,890.00,3.00,808.30,890.00,2.96
8,744.05,880.00,2.21,806.45,880.00,1.77,809.61,880.00,1.75
1,746.03,880.00,2.47,807.89,880.00,1.91,808.67,880.00,1.90
2,747.85,880.00,2.72,808.21,880.00,2.05,809.73,880.00,2.03
3,746.94,880.00,2.99,806.85,880.00,2.20,807.11,880.00,2.19
4,746.75,880.00,3.26,808.15,880.00,2.34,809.73,880.00,2.32
5,744.35,880.00,3.54,808.34,880.00,2.48,809.86,880.00,2.46
6,746.45,880.00,3.80,806.32,880.00,2.64,807.64,880.00,2.61
7,746.97,880.00,4.06,808.08,880.00,2.78,809.72,880.00,2.74
8,748.04,870.00,2.10,809.48,870.00,1.67,809.86,870.00,1.66
1,742.73,870.00,2.38,806.45,870.00,1.81,810.11,870.00,1.78
2,751.88,870.00,2.57,808.43,870.00,1.92,807.63,870.00,1.92
3,746.63,870.00,2.84,808.81,870.00,2.04,810.26,870.00,2.03
4,745.74,870.00,3.09,805.95,870.00,2.18,810.10,870.00,2.15
5,747.06,870.00,3.33,808.29,870.00,2.30,810.26,870.00,2.27
6,748.08,870.00,3.57,808.21,870.00,2.42,810.49,870.00,2.38
7,746.33,870.00,3.83,805.67,870.00,2.56,809.98,870.00,2.51
8,749.02,860.00,2.01,809.63,860.00,1.58,808.56,860.00,1.59
1,747.43,860.00,2.24,807.33,860.00,1.70,810.47,860.00,1.68
2,748.16,860.00,2.46,805.80,860.00,1.81,810.39,860.00,1.78
3,747.43,860.00,2.69,808.34,860.00,1.90,810.87,860.00,1.87
4,748.58,860.00,2.90,802.51,860.00,2.05,808.96,860.00,1.99
5,747.78,860.00,3.13,811.99,860.00,2.10,809.58,860.00,2.08
6,742.42,860.00,3.39,808.21,860.00,2.22,811.26,860.00,2.17
7,751.88,860.00,3.56,806.58,860.00,2.33,811.19,860.00,2.27
8,747.78,850.00,1.93,807.96,850.00,1.51,809.97,850.00,1.49
1,749.26,850.00,2.12,808.68,850.00,1.59,811.71,850.00,1.56
2,748.01,850.00,2.33,809.35,850.00,1.67,810.47,850.00,1.65
3,747.72,850.00,2.54,806.06,850.00,1.77,809.48,850.00,1.73
4,747.48,850.00,2.75,809.75,850.00,1.83,810.64,850.00,1.81
5,748.32,850.00,2.95,806.07,850.00,1.94,811.00,850.00,1.88
6,747.29,850.00,3.16,808.29,850.00,2.01,810.64,850.00,1.96
7,748.55,850.00,3.35,808.34,850.00,2.09,810.98,850.00,2.04
8,742.01,840.00,1.89,807.24,840.00,1.43,808.16,840.00,1.42
1,753.65,840.00,2.00,808.15,840.00,1.49,811.16,840.00,1.47
2,746.91,840.00,2.22,808.72,840.00,1.55,811.26,840.00,1.52
3,748.09,840.00,2.40,808.94,840.00,1.61,811.16,840.00,1.58
4,748.32,840.00,2.58,806.20,840.00,1.69,811.00,840.00,1.64
5,748.33,840.00,2.76,808.42,840.00,1.74,811.45,840.00,1.69
6,750.43,840.00,2.93,808.85,840.00,1.80,810.47,840.00,1.76
7,748.60,840.00,3.12,806.07,840.00,1.88,810.85,840.00,1.81
8,748.82,830.00,1.75,808.42,830.00,1.34,809.22,830.00,1.33
1,748.83,830.00,1.92,809.23,830.00,1.37,811.11,830.00,1.36
2,748.82,830.00,2.08,805.80,830.00,1.44,811.32,830.00,1.40
3,748.48,830.00,2.24,808.34,830.00,1.47,810.22,830.00,1.44
4,748.70,830.00,2.40,808.55,830.00,1.51,811.85,830.00,1.47
5,748.82,830.00,2.57,806.71,830.00,1.57,810.77,830.00,1.51
6,748.83,830.00,2.73,808.59,830.00,1.60,808.59,830.00,1.57
7,749.02,830.00,2.89,808.68,830.00,1.64,811.45,830.00,1.59
8,748.25,820.00,1.67,806.45,820.00,1.27,811.11,820.00,1.23
1,748.33,820.00,1.82,808.55,820.00,1.28,811.45,820.00,1.25
2,748.33,820.00,1.96,809.21,820.00,1.30,806.45,820.00,1.30
3,747.90,820.00,2.11,806.20,820.00,1.34,815.43,820.00,1.27
4,745.96,820.00,2.26,808.42,820.00,1.35,810.90,820.00,1.31
5,747.78,820.00,2.40,808.97,820.00,1.37,808.59,820.00,1.34
6,747.30,820.00,2.55,805.93,820.00,1.41,811.58,820.00,1.34
7,748.55,820.00,2.68,809.10,820.00,1.42,811.11,820.00,1.36
8,747.24,810.00,1.60,809.21,810.00,1.16,811.85,810.00,1.14
1,747.12,810.00,1.72,806.45,810.00,1.18,811.16,810.00,1.15
2,747.61,810.00,1.85,808.71,810.00,1.17,806.95,810.00,1.17
3,745.11,810.00,1.99,809.88,810.00,1.17,814.81,810.00,1.12
4,746.44,810.00,2.11,806.70,810.00,1.19,810.60,810.00,1.14
5,742.69,810.00,2.26,809.07,810.00,1.18,812.08,810.00,1.13
6,751.06,810.00,2.34,808.15,810.00,1.19,810.37,810.00,1.14
7,748.43,810.00,2.47,809.73,810.00,1.18,811.76,810.00,1.13
8,747.67,800.00,1.51,807.38,800.00,1.09,812.38,800.00,1.06
1,747.08,800.00,1.62,808.46,800.00,1.07,810.45,800.00,1.04
2,747.12,800.00,1.72,809.47,800.00,1.04,811.58,800.00,1.02
3,745.28,800.00,1.84,806.33,800.00,1.05,806.95,800.00,1.03
4,747.03,800.00,1.94,808.72,800.00,1.02,812.37,800.00,0.97
5,749.14,800.00,2.03,809.07,800.00,1.00,810.01,800.00,0.97
6,747.55,800.00,2.14,806.20,800.00,1.00,806.70,800.00,0.97
7,747.24,800.00,2.25,808.94,800.00,0.97,801.20,800.00,0.99
8,748.08,790.00,1.42,807.46,790.00,1.01,800.53,790.00,1.05
1,747.12,790.00,1.51,803.96,790.00,1.00,801.07,790.00,1.03
2,745.72,790.00,1.61,804.87,790.00,0.96,806.98,790.00,0.97
3,746.68,790.00,1.69,805.06,790.00,0.93,801.93,790.00,0.97
4,747.29,790.00,1.77,800.58,790.00,0.93,802.27,790.00,0.94
5,748.39,790.00,1.85,794.09,790.00,0.96,796.63,790.00,0.96
6,747.36,790.00,1.94,799.74,790.00,0.91,793.39,790.00,0.97
7,747.12,790.00,2.03,793.84,790.00,0.93,792.17,790.00,0.97
8,748.32,780.00,1.34,790.30,780.00,1.04,790.47,780.00,1.04
1,747.85,780.00,1.40,791.78,780.00,1.01,791.73,780.00,1.01
2,745.98,780.00,1.48,795.83,780.00,0.96,797.45,780.00,0.95
3,747.24,780.00,1.54,795.45,780.00,0.93,797.01,780.00,0.92
4,746.91,780.00,1.61,793.65,780.00,0.91,793.28,780.00,0.91
5,747.66,780.00,1.67,792.23,780.00,0.89,792.10,780.00,0.89
6,741.13,780.00,1.78,788.40,780.00,0.90,787.37,780.00,0.90
7,753.89,780.00,1.77,786.75,780.00,0.89,785.65,780.00,0.90
8,748.41,770.00,1.25,787.98,770.00,0.97,784.19,770.00,1.00
1,746.50,770.00,1.31,784.67,770.00,0.96,787.19,770.00,0.95
2,744.19,770.00,1.37,785.32,770.00,0.93,787.24,770.00,0.92
3,746.94,770.00,1.40,785.60,770.00,0.89,785.32,770.00,0.90
4,746.04,770.00,1.46,785.87,770.00,0.86,786.26,770.00,0.86
5,746.21,770.00,1.50,783.03,770.00,0.85,781.63,770.00,0.86
6,744.00,770.00,1.57,781.01,770.00,0.84,780.27,770.00,0.84
7,745.11,770.00,1.61,779.35,770.00,0.83,776.14,770.00,0.85
8,746.69,760.00,1.18,776.14,760.00,0.97,777.18,760.00,0.97
1,745.34,760.00,1.21,778.09,760.00,0.93,775.67,760.00,0.94
2,745.84,760.00,1.24,779.22,760.00,0.88,777.31,760.00,0.90
3,742.65,760.00,1.29,779.41,760.00,0.84,775.01,760.00,0.88
4,746.69,760.00,1.30,778.96,760.00,0.81,776.30,760.00,0.84
5,745.16,760.00,1.34,774.16,760.00,0.80,774.61,760.00,0.82
6,743.78,760.00,1.37,775.16,760.00,0.77,773.15,760.00,0.80
7,744.39,760.00,1.40,773.53,760.00,0.75,770.60,760.00,0.79
8,746.50,750.00,1.10,770.80,750.00,0.93,769.47,750.00,0.94
1,744.70,750.00,1.12,768.24,750.00,0.90,769.85,750.00,0.89
2,742.42,750.00,1.14,770.74,750.00,0.85,768.93,750.00,0.86
3,745.48,750.00,1.14,772.36,750.00,0.80,761.63,750.00,0.87
4,744.99,750.00,1.15,769.92,750.00,0.77,778.31,750.00,0.73
5,741.84,750.00,1.18,768.63,750.00,0.74,767.54,750.00,0.75
6,745.72,750.00,1.17,767.29,750.00,0.71,764.97,750.00,0.74
7,745.16,750.00,1.18,766.54,750.00,0.68,762.65,750.00,0.72
8,738.16,740.00,1.07,760.67,740.00,0.91,758.69,740.00,0.93
1,749.25,740.00,1.00,762.67,740.00,0.86,760.55,740.00,0.88
2,744.47,740.00,1.01,763.72,740.00,0.80,758.05,740.00,0.85
3,741.04,740.00,1.03,764.10,740.00,0.75,762.77,740.00,0.78
4,744.70,740.00,1.00,764.47,740.00,0.70,761.48,740.00,0.75
5,742.01,740.00,1.01,761.87,740.00,0.67,760.53,740.00,0.71
6,744.63,740.00,0.99,758.41,740.00,0.65,756.98,740.00,0.69
7,743.25,740.00,0.99,757.82,740.00,0.62,755.49,740.00,0.67
8,740.47,730.00,0.97,752.52,730.00,0.89,751.88,730.00,0.89
1,741.15,730.00,0.94,753.53,730.00,0.83,751.76,730.00,0.85
2,733.26,730.00,0.98,757.58,730.00,0.76,753.99,730.00,0.79
3,727.97,730.00,1.01,754.86,730.00,0.72,754.99,730.00,0.73
4,729.54,730.00,1.00,757.33,730.00,0.65,753.26,730.00,0.69
5,733.02,730.00,0.98,753.75,730.00,0.62,751.88,730.00,0.66
6,732.89,730.00,0.97,751.41,730.00,0.59,748.60,730.00,0.64
7,733.01,730.00,0.97,748.70,730.00,0.57,746.94,730.00,0.61
8,724.36,720.00,1.00,745.98,720.00,0.85,740.80,720.00,0.88
1,731.21,720.00,0.94,743.22,720.00,0.81,743.90,720.00,0.82
2,727.24,720.00,0.95,746.97,720.00,0.74,746.33,720.00,0.75
3,720.78,720.00,0.98,749.49,720.00,0.67,745.21,720.00,0.71
4,717.06,720.00,1.00,747.17,720.00,0.63,746.15,720.00,0.65
5,724.86,720.00,0.95,746.33,720.00,0.58,745.51,720.00,0.61
6,722.26,720.00,0.96,742.49,720.00,0.55,740.71,720.00,0.59
7,716.96,720.00,0.99,740.80,720.00,0.52,738.38,720.00,0.56
8,717.08,710.00,0.96,735.65,710.00,0.83,733.02,710.00,0.85
1,718.23,710.00,0.94,735.41,710.00,0.79,733.38,710.00,0.80
2,715.40,710.00,0.95,741.38,710.00,0.69,736.68,710.00,0.73
3,707.62,710.00,0.99,735.29,710.00,0.67,736.60,710.00,0.68
4,707.18,710.00,1.00,744.16,710.00,0.56,737.02,710.00,0.63
5,714.52,710.00,0.95,740.08,710.00,0.52,737.20,710.00,0.57
6,716.85,710.00,0.93,735.17,710.00,0.49,732.66,710.00,0.55
7,713.06,710.00,0.94,729.93,710.00,0.48,727.24,710.00,0.54
8,710.92,700.00,0.92,724.52,700.00,0.83,726.23,700.00,0.82
1,704.61,700.00,0.95,728.50,700.00,0.75,725.09,700.00,0.77
2,698.85,700.00,0.98,733.25,700.00,0.66,729.42,700.00,0.69
3,695.96,700.00,1.00,728.57,700.00,0.63,730.49,700.00,0.63
4,708.93,700.00,0.92,737.09,700.00,0.51,730.05,700.00,0.57
5,707.20,700.00,0.91,731.21,700.00,0.48,724.76,700.00,0.54
6,700.64,700.00,0.94,725.71,700.00,0.45,725.43,700.00,0.49
7,697.94,700.00,0.96,724.34,700.00,0.41,719.86,700.00,0.48
8,697.82,690.00,0.93,713.95,690.00,0.82,714.96,690.00,0.81
1,691.51,690.00,0.96,714.98,690.00,0.76,717.65,690.00,0.74
2,693.32,690.00,0.94,722.71,690.00,0.66,718.84,690.00,0.68
3,690.74,690.00,0.96,725.38,690.00,0.57,720.21,690.00,0.61
4,688.26,690.00,0.97,725.17,690.00,0.51,718.55,690.00,0.56
5,693.57,690.00,0.94,721.00,690.00,0.46,719.87,690.00,0.50
6,691.72,690.00,0.94,717.08,690.00,0.43,717.78,690.00,0.45
7,688.93,690.00,0.96,710.60,690.00,0.42,714.51,690.00,0.42
8,690.00,680.00,0.90,707.36,680.00,0.78,708.25,680.00,0.77
1,690.36,680.00,0.88,704.86,680.00,0.74,709.74,680.00,0.71
2,685.25,680.00,0.89,712.73,680.00,0.64,712.17,680.00,0.63
3,680.52,680.00,0.92,714.17,680.00,0.56,716.15,680.00,0.54
4,680.01,680.00,0.92,717.18,680.00,0.47,715.74,680.00,0.47
5,677.76,680.00,0.93,712.08,680.00,0.43,711.73,680.00,0.43
6,675.01,680.00,0.96,717.78,680.00,0.33,704.46,680.00,0.41
7,675.78,680.00,0.96,709.39,680.00,0.31,698.65,680.00,0.40
8,680.30,670.00,0.89,699.76,670.00,0.75,690.83,670.00,0.81
1,682.85,670.00,0.85,693.36,670.00,0.73,694.88,670.00,0.74
2,675.57,670.00,0.87,711.02,670.00,0.56,700.93,670.00,0.65
3,679.99,670.00,0.83,704.86,670.00,0.52,703.77,670.00,0.57
4,673.48,670.00,0.86,705.05,670.00,0.45,703.51,670.00,0.50
5,673.47,670.00,0.85,703.14,670.00,0.40,702.27,670.00,0.44
6,671.14,670.00,0.86,699.69,670.00,0.35,698.92,670.00,0.40
7,670.26,670.00,0.86,693.99,670.00,0.34,688.48,670.00,0.42
8,667.13,660.00,0.89,687.07,660.00,0.75,688.15,660.00,0.75
1,666.93,660.00,0.88,687.71,660.00,0.69,686.64,660.00,0.70
2,666.67,660.00,0.87,693.09,660.00,0.60,694.56,660.00,0.59
3,667.71,660.00,0.85,697.26,660.00,0.51,696.06,660.00,0.51
4,664.94,660.00,0.85,698.62,660.00,0.42,693.09,660.00,0.46
5,662.20,660.00,0.86,694.88,660.00,0.37,690.22,660.00,0.41
6,665.20,660.00,0.84,686.70,660.00,0.36,689.23,660.00,0.36
7,663.79,660.00,0.83,689.77,660.00,0.28,679.66,660.00,0.37
8,661.81,650.00,0.85,676.52,650.00,0.74,675.26,650.00,0.75
1,662.92,650.00,0.81,678.42,650.00,0.68,673.69,650.00,0.71
2,660.16,650.00,0.81,685.95,650.00,0.57,682.95,650.00,0.60
3,660.13,650.00,0.79,687.44,650.00,0.48,686.43,650.00,0.51
4,657.14,650.00,0.79,687.22,650.00,0.41,687.40,650.00,0.43
5,655.84,650.00,0.78,686.11,650.00,0.34,684.61,650.00,0.37
6,653.70,650.00,0.79,681.08,650.00,0.31,680.08,650.00,0.34
7,651.57,650.00,0.79,674.10,650.00,0.29,672.40,650.00,0.33
8,650.72,640.00,0.84,668.47,640.00,0.71,664.94,640.00,0.74
1,648.38,640.00,0.83,667.70,640.00,0.66,665.14,640.00,0.69
2,650.87,640.00,0.80,676.11,640.00,0.55,674.80,640.00,0.57
3,649.93,640.00,0.78,677.66,640.00,0.47,677.11,640.00,0.48
4,650.57,640.00,0.76,678.32,640.00,0.39,679.16,640.00,0.40
5,642.89,640.00,0.79,676.67,640.00,0.32,674.02,640.00,0.35
6,649.05,640.00,0.74,670.51,640.00,0.29,668.84,640.00,0.32
7,645.19,640.00,0.75,664.87,640.00,0.27,663.25,640.00,0.30
8,641.65,630.00,0.82,656.30,630.00,0.72,654.68,630.00,0.73
1,641.73,630.00,0.79,657.17,630.00,0.66,656.76,630.00,0.66
2,642.48,630.00,0.77,665.58,630.00,0.54,659.80,630.00,0.59
3,639.02,630.00,0.77,670.06,630.00,0.44,673.88,630.00,0.43
4,641.65,630.00,0.73,670.40,630.00,0.36,670.26,630.00,0.37
5,637.93,630.00,0.73,667.45,630.00,0.30,663.96,630.00,0.33
6,634.10,630.00,0.74,660.36,630.00,0.27,660.35,630.00,0.29
7,635.32,630.00,0.73,654.26,630.00,0.26,651.25,630.00,0.29
8,634.30,620.00,0.79,649.20,620.00,0.68,644.35,620.00,0.72
1,633.27,620.00,0.76,648.30,620.00,0.63,643.85,620.00,0.67
2,629.96,620.00,0.76,656.15,620.00,0.52,654.82,620.00,0.55
3,632.34,620.00,0.72,658.75,620.00,0.43,660.99,620.00,0.43
4,630.80,620.00,0.71,662.63,620.00,0.32,660.16,620.00,0.36
5,627.83,620.00,0.71,655.24,620.00,0.29,655.24,620.00,0.31
6,625.61,620.00,0.71,651.47,620.00,0.24,650.25,620.00,0.28
7,624.71,620.00,0.70,643.95,620.00,0.23,644.71,620.00,0.25
8,626.33,610.00,0.76,635.94,610.00,0.69,632.96,610.00,0.71
1,622.05,610.00,0.75,637.88,610.00,0.62,637.38,610.00,0.63
2,622.47,610.00,0.73,648.34,610.00,0.50,645.04,610.00,0.53
3,621.93,610.00,0.71,651.89,610.00,0.39,650.94,610.00,0.41
4,620.93,610.00,0.69,650.96,610.00,0.32,650.72,610.00,0.33
5,619.50,610.00,0.68,645.53,610.00,0.27,645.32,610.00,0.29
6,615.98,610.00,0.68,641.93,610.00,0.23,640.12,610.00,0.26
7,618.06,610.00,0.66,634.83,610.00,0.21,633.11,610.00,0.24
8,611.83,600.00,0.77,625.72,600.00,0.68,623.37,600.00,0.69
1,614.82,600.00,0.73,626.95,600.00,0.62,625.49,600.00,0.63
2,611.73,600.00,0.72,638.52,600.00,0.48,636.14,600.00,0.51
3,615.59,600.00,0.67,642.13,600.00,0.38,641.93,600.00,0.39
4,610.55,600.00,0.68,640.19,600.00,0.31,642.90,600.00,0.30
5,613.42,600.00,0.63,636.66,600.00,0.25,637.25,600.00,0.26
6,609.47,600.00,0.63,633.51,600.00,0.20,629.40,600.00,0.24
7,605.20,600.00,0.65,622.86,600.00,0.21,621.14,600.00,0.24
8,605.66,590.00,0.73,617.14,590.00,0.65,614.79,590.00,0.67
1,603.39,590.00,0.72,615.26,590.00,0.61,613.95,590.00,0.63
2,603.79,590.00,0.69,628.45,590.00,0.47,626.92,590.00,0.49
3,604.34,590.00,0.66,631.73,590.00,0.37,630.38,590.00,0.39
4,602.31,590.00,0.64,632.65,590.00,0.28,632.96,590.00,0.29
5,598.76,590.00,0.64,629.96,590.00,0.21,626.07,590.00,0.25
6,600.39,590.00,0.61,621.42,590.00,0.19,620.51,590.00,0.22
7,594.96,590.00,0.63,612.99,590.00,0.19,611.09,590.00,0.22
8,596.41,580.00,0.71,605.66,580.00,0.65,603.29,580.00,0.67
1,591.96,580.00,0.71,607.79,580.00,0.58,607.57,580.00,0.59
2,594.49,580.00,0.67,616.17,580.00,0.47,615.36,580.00,0.48
3,596.89,580.00,0.62,621.95,580.00,0.36,622.64,580.00,0.36
4,593.47,580.00,0.61,618.97,580.00,0.29,622.86,580.00,0.27
5,590.20,580.00,0.61,623.77,580.00,0.18,616.58,580.00,0.23
6,588.81,580.00,0.60,613.32,580.00,0.17,611.45,580.00,0.19
7,587.00,580.00,0.60,602.13,580.00,0.18,599.53,580.00,0.21
8,583.85,570.00,0.72,596.49,570.00,0.63,593.41,570.00,0.65
1,582.94,570.00,0.70,596.64,570.00,0.57,592.06,570.00,0.61
2,585.18,570.00,0.65,606.50,570.00,0.45,609.26,570.00,0.45
3,583.86,570.00,0.63,614.43,570.00,0.32,612.99,570.00,0.34
4,586.67,570.00,0.59,611.18,570.00,0.26,611.47,570.00,0.27
5,582.71,570.00,0.58,606.88,570.00,0.21,608.96,570.00,0.20
6,579.85,570.00,0.57,602.98,570.00,0.16,599.06,570.00,0.19
7,575.46,570.00,0.59,591.00,570.00,0.18,590.29,570.00,0.20
8,576.56,560.00,0.68,586.40,560.00,0.62,583.57,560.00,0.64
1,573.45,560.00,0.67,586.03,560.00,0.56,582.06,560.00,0.60
2,577.61,560.00,0.62,595.14,560.00,0.45,597.08,560.00,0.45
3,575.97,560.00,0.59,603.68,560.00,0.32,603.39,560.00,0.33
4,574.81,560.00,0.57,602.51,560.00,0.24,603.00,560.00,0.25
5,572.40,560.00,0.56,596.35,560.00,0.20,596.35,560.00,0.21
6,570.13,560.00,0.55,589.72,560.00,0.17,589.24,560.00,0.18
7,565.30,560.00,0.56,583.39,560.00,0.16,582.06,560.00,0.18
8,566.95,550.00,0.67,575.34,550.00,0.61,570.76,550.00,0.64
1,563.23,550.00,0.66,574.67,550.00,0.56,575.89,550.00,0.56
2,564.64,550.00,0.62,587.55,550.00,0.42,585.85,550.00,0.44
3,566.07,550.00,0.58,593.78,550.00,0.30,594.66,550.00,0.31
4,566.41,550.00,0.55,593.10,550.00,0.22,591.81,550.00,0.24
5,564.99,550.00,0.53,588.74,550.00,0.17,585.39,550.00,0.20
6,560.01,550.00,0.53,581.68,550.00,0.14,579.97,550.00,0.17
7,556.60,550.00,0.53,570.67,550.00,0.15,568.62,550.00,0.19
8,556.55,540.00,0.66,565.67,540.00,0.59,562.81,540.00,0.61
1,552.62,540.00,0.65,564.05,540.00,0.55,563.59,540.00,0.56
2,555.92,540.00,0.60,579.88,540.00,0.39,576.92,540.00,0.42
3,558.98,540.00,0.55,584.32,540.00,0.28,583.37,540.00,0.30
4,554.86,540.00,0.54,582.77,540.00,0.20,578.67,540.00,0.25
5,552.94,540.00,0.52,575.92,540.00,0.17,583.48,540.00,0.14
6,548.98,540.00,0.52,572.19,540.00,0.12,568.81,540.00,0.15
7,549.05,540.00,0.51,559.79,540.00,0.14,560.43,540.00,0.15
8,537.59,530.00,0.70,554.38,530.00,0.59,550.70,530.00,0.61
1,550.83,530.00,0.60,555.99,530.00,0.53,553.20,530.00,0.55
2,549.14,530.00,0.57,568.83,530.00,0.38,567.63,530.00,0.41
3,547.22,530.00,0.54,574.44,530.00,0.27,575.75,530.00,0.27
4,546.74,530.00,0.51,573.39,530.00,0.19,572.05,530.00,0.21
5,541.69,530.00,0.51,566.32,530.00,0.15,566.76,530.00,0.16
6,541.18,530.00,0.49,559.07,530.00,0.13,558.36,530.00,0.15
7,539.42,530.00,0.48,551.59,530.00,0.12,550.66,530.00,0.14
8,534.26,520.00,0.64,544.16,520.00,0.57,540.86,520.00,0.60
1,533.38,520.00,0.62,545.68,520.00,0.51,543.03,520.00,0.54
2,535.52,520.00,0.58,555.73,520.00,0.39,558.59,520.00,0.38
3,536.59,520.00,0.54,565.41,520.00,0.25,565.50,520.00,0.26
4,536.32,520.00,0.51,564.95,520.00,0.17,561.07,520.00,0.20
5,534.24,520.00,0.49,556.25,520.00,0.14,557.81,520.00,0.14
6,533.04,520.00,0.47,550.84,520.00,0.10,548.87,520.00,0.13
7,527.84,520.00,0.48,542.21,520.00,0.10,537.34,520.00,0.15
8,526.91,510.00,0.61,530.11,510.00,0.59,530.02,510.00,0.59
1,526.03,510.00,0.58,537.25,510.00,0.50,532.58,510.00,0.53
2,526.36,510.00,0.55,549.19,510.00,0.36,547.47,510.00,0.38
3,527.29,510.00,0.51,553.49,510.00,0.25,554.20,510.00,0.26
4,524.26,510.00,0.50,552.33,510.00,0.17,552.01,510.00,0.19
5,524.56,510.00,0.46,549.05,510.00,0.11,548.64,510.00,0.13
6,522.05,510.00,0.45,541.19,510.00,0.09,537.38,510.00,0.13
7,517.86,510.00,0.46,529.23,510.00,0.11,530.09,510.00,0.12
8,511.78,500.00,0.63,522.19,500.00,0.56,519.31,500.00,0.58
1,515.42,500.00,0.58,525.16,500.00,0.49,521.57,500.00,0.52
2,517.13,500.00,0.54,532.34,500.00,0.39,536.32,500.00,0.38
3,517.89,500.00,0.50,549.62,500.00,0.21,543.65,500.00,0.25
4,517.52,500.00,0.47,543.39,500.00,0.15,541.09,500.00,0.18
5,512.36,500.00,0.47,536.98,500.00,0.11,535.80,500.00,0.14
6,512.60,500.00,0.44,530.66,500.00,0.08,528.91,500.00,0.12
7,506.81,500.00,0.46,520.66,500.00,0.09,518.39,500.00,0.13
8,506.94,490.00,0.58,512.44,490.00,0.54,507.81,490.00,0.58
1,504.07,490.00,0.57,511.36,490.00,0.51,513.53,490.00,0.50
2,505.64,490.00,0.53,527.76,490.00,0.35,525.66,490.00,0.37
3,506.23,490.00,0.49,534.07,490.00,0.23,535.88,490.00,0.22
4,505.87,490.00,0.46,534.87,490.00,0.13,530.96,490.00,0.17
5,505.88,490.00,0.43,528.67,490.00,0.09,525.78,490.00,0.12
6,499.11,490.00,0.45,519.40,490.00,0.08,517.44,490.00,0.11
7,497.26,490.00,0.44,508.21,490.00,0.10,506.36,490.00,0.13
8,495.93,480.00,0.57,501.96,480.00,0.53,498.54,480.00,0.56
1,492.27,480.00,0.57,503.57,480.00,0.48,499.35,480.00,0.51
2,496.95,480.00,0.51,516.54,480.00,0.34,519.69,480.00,0.33
3,495.21,480.00,0.49,523.82,480.00,0.21,524.85,480.00,0.22
4,497.65,480.00,0.44,522.85,480.00,0.13,520.51,480.00,0.16
5,495.09,480.00,0.42,517.69,480.00,0.08,515.51,480.00,0.11
6,490.92,480.00,0.42,508.28,480.00,0.07,506.87,480.00,0.10
7,486.84,480.00,0.43,499.14,480.00,0.08,496.74,480.00,0.12
8,484.76,470.00,0.57,488.69,470.00,0.54,487.49,470.00,0.55
1,484.22,470.00,0.54,492.57,470.00,0.48,490.73,470.00,0.49
2,484.76,470.00,0.51,510.04,470.00,0.31,506.40,470.00,0.34
3,489.28,470.00,0.45,514.42,470.00,0.20,515.75,470.00,0.20
4,486.62,470.00,0.43,511.04,470.00,0.13,514.12,470.00,0.12
5,482.10,470.00,0.43,505.96,470.00,0.09,505.01,470.00,0.10
6,482.88,470.00,0.40,497.36,470.00,0.07,496.71,470.00,0.09
7,476.34,470.00,0.42,488.36,470.00,0.08,483.98,470.00,0.12
8,475.70,460.00,0.55,480.47,460.00,0.51,478.36,460.00,0.53
1,472.99,460.00,0.53,479.75,460.00,0.48,480.30,460.00,0.48
2,474.53,460.00,0.50,497.07,460.00,0.32,493.15,460.00,0.35
3,480.09,460.00,0.43,502.51,460.00,0.20,501.96,460.00,0.22
4,475.92,460.00,0.42,501.54,460.00,0.13,500.90,460.00,0.14
5,472.07,460.00,0.41,493.42,460.00,0.10,493.27,460.00,0.11
6,470.40,460.00,0.40,487.25,460.00,0.08,486.14,460.00,0.10
7,467.65,460.00,0.40,479.20,460.00,0.08,477.68,460.00,0.11
8,464.92,450.00,0.54,469.48,450.00,0.51,467.00,450.00,0.52
1,461.83,450.00,0.53,471.39,450.00,0.45,470.55,450.00,0.47
2,467.91,450.00,0.46,486.12,450.00,0.31,483.26,450.00,0.33
3,467.82,450.00,0.43,492.11,450.00,0.19,494.97,450.00,0.19
4,467.03,450.00,0.40,492.88,450.00,0.10,490.81,450.00,0.13
5,461.61,450.00,0.40,484.65,450.00,0.08,484.73,450.00,0.09
6,460.77,450.00,0.39,476.35,450.00,0.07,475.72,450.00,0.08
7,459.04,450.00,0.38,467.29,450.00,0.08,465.55,450.00,0.10
